Long,Lat
126.3144429,33.3057982
126.314442,33.3057993
126.3144411,33.3058005
126.3144401,33.3058016
126.3144391,33.3058027
126.314438,33.3058038
126.314437,33.3058049
126.3144358,33.3058061
126.3144347,33.3058071
126.3144335,33.3058082
126.3144324,33.3058092
126.3144313,33.3058103
126.3144301,33.3058113
126.314429,33.3058122
126.3144279,33.3058132
126.3144268,33.3058141
126.3144257,33.3058151
126.3144245,33.305816
126.3144235,33.305817
126.3144224,33.305818
126.3144213,33.3058189
126.3144203,33.3058197
126.3144193,33.3058206
126.3144184,33.3058215
126.3144175,33.3058224
126.3144165,33.3058232
126.3144155,33.3058239
126.3144146,33.3058246
126.3144137,33.3058253
126.3144127,33.305826
126.3144118,33.3058267
126.314411,33.3058274
126.3144101,33.3058281
126.3144092,33.3058287
126.3144085,33.3058294
126.3144075,33.3058301
126.3144067,33.3058308
126.3144058,33.3058316
126.3144049,33.3058322
126.3144038,33.3058327
126.3144028,33.3058334
126.3144019,33.305834
126.3144008,33.3058346
126.3143997,33.3058353
126.3143987,33.305836
126.3143976,33.3058367
126.3143965,33.3058374
126.3143954,33.3058382
126.3143942,33.305839
126.314393,33.3058397
126.3143919,33.3058405
126.3143908,33.3058413
126.3143896,33.305842
126.3143884,33.3058428
126.3143871,33.3058434
126.3143858,33.3058441
126.3143846,33.305845
126.3143833,33.3058457
126.314382,33.3058464
126.3143807,33.3058471
126.3143794,33.3058478
126.3143781,33.3058485
126.3143767,33.3058492
126.3143754,33.3058499
126.3143741,33.3058506
126.3143727,33.3058514
126.3143714,33.3058521
126.31437,33.3058527
126.3143687,33.3058534
126.3143674,33.305854
126.314366,33.3058547
126.3143648,33.3058554
126.3143635,33.305856
126.3143621,33.3058567
126.3143608,33.3058574
126.3143595,33.3058581
126.3143582,33.3058588
126.3143569,33.3058594
126.3143557,33.3058601
126.3143544,33.3058605
126.3143531,33.305861
126.3143519,33.3058615
126.3143506,33.3058621
126.3143493,33.3058626
126.314348,33.3058631
126.3143467,33.3058636
126.3143454,33.305864
126.3143442,33.3058645
126.3143429,33.3058651
126.3143415,33.3058656
126.3143403,33.305866
126.3143389,33.3058666
126.3143377,33.3058671
126.3143364,33.3058676
126.3143351,33.3058682
126.3143337,33.3058686
126.3143323,33.3058689
